HMDB_ID	origin	Formula	Neutral mass	mz	md	inclusion
HMDB11454	Endogenous	C45H88NO7P	785.6298407	786.6371173	0.637117287	n
HMDB11694	LIPID	C45H90N2O6P	785.6536501	786.6609267	0.660926734	n
HMDB39263	Food	C34H26O22	786.0915725	787.0988491	0.098849116	n
HMDB39264	Food	C34H26O22	786.0915725	787.0988491	0.098849116	n
HMDB39272	Food	C34H26O22	786.0915725	787.0988491	0.098849116	n
HMDB40626	Food	C35H30O21	786.127958	787.1352346	0.135234622	n
HMDB38769	Food	C33H38O22	786.1854729	787.1927495	0.1927495	n
HMDB32911	Food	C37H38O19	786.200729	787.2080056	0.208005634	n
HMDB38254	Food	C34H42O21	786.2218584	787.229135	0.229135006	n
HMDB00728	Endogenous	C39H38N4O14	786.2384519	787.2457285	0.245728544	n
HMDB00737	Endogenous	C39H38N4O14	786.2384519	787.2457285	0.245728544	n
HMDB00815	Endogenous	C39H38N4O14	786.2384519	787.2457285	0.245728544	n
HMDB39963	Food	C46H50N4O8	786.3628646	787.3701412	0.370141196	n
HMDB40418	Endogenous	C41H70O14	786.4765569	787.4838335	0.483833548	n
HMDB40781	Food	C41H70O14	786.4765569	787.4838335	0.483833548	n
HMDB12092	LIPID	C45H91N2O6P	786.6614752	787.6687518	0.668751766	n
HMDB12103	LIPID	C45H91N2O6P	786.6614752	787.6687518	0.668751766	n
HMDB42107	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB42114	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB42286	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB42288	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB42518	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB42542	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB42578	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB42752	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB42975	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB42982	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB47732	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB47734	LIPID	C50H90O6	786.6737406	787.6810172	0.681017212	n
HMDB01197	Endogenous	C27H35N9O15P2	787.1727845	788.1800611	0.180061119	n
HMDB37987	Food	C37H39O19	787.2085541	788.2158307	0.215830666	n
HMDB38100	Food	C37H39O19	787.2085541	788.2158307	0.215830666	n
HMDB40500	Food	C34H43O21	787.2296834	788.23696	0.236960038	n
HMDB41763	Food	C34H43O21	787.2296834	788.23696	0.236960038	n
HMDB35942	Food	C35H49NO19	787.2898784	788.297155	0.297154991	n
HMDB09111	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09142	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09143	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09175	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09176	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09207	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09335	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09368	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09399	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09400	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09432	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09433	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09463	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09464	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09591	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09622	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09623	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09655	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09656	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB09687	Endogenous	C45H74NO8P	787.5152049	788.5224815	0.522481461	n
HMDB12380	Endogenous	C42H78NO10P	787.5363342	788.5436108	0.543610833	n
HMDB12390	Endogenous	C42H78NO10P	787.5363342	788.5436108	0.543610833	n
HMDB12400	Endogenous	C42H78NO10P	787.5363342	788.5436108	0.543610833	n
HMDB08915	Endogenous	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB09747	Endogenous	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB07887	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB07919	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB07978	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB08010	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB08037	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB08038	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB08069	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB08102	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB08266	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB08298	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB08526	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB08558	LIPID	C44H86NO8P	787.6091052	788.6163818	0.616381845	n
HMDB09511	Endogenous	C45H90NO7P	787.6454908	788.6527674	0.652767351	n
HMDB09741	Endogenous	C45H90NO7P	787.6454908	788.6527674	0.652767351	n
HMDB11362	Endogenous	C45H90NO7P	787.6454908	788.6527674	0.652767351	n
HMDB11388	Endogenous	C45H90NO7P	787.6454908	788.6527674	0.652767351	n
HMDB01379	Endogenous	C20H27N10O18P3	788.0717636	789.0790402	0.079040246	n
HMDB39186	Food	C34H28O22	788.1072226	789.1144992	0.11449918	n
HMDB39188	Food	C34H28O22	788.1072226	789.1144992	0.11449918	n
HMDB39191	Food	C34H28O22	788.1072226	789.1144992	0.11449918	n
HMDB39371	Food	C34H28O22	788.1072226	789.1144992	0.11449918	n
HMDB29262	Endogenous	C33H40O22	788.201123	789.2083996	0.208399564	n
HMDB30414	Food	C33H40O22	788.201123	789.2083996	0.208399564	n
HMDB37220	Food	C33H40O22	788.201123	789.2083996	0.208399564	n
HMDB37542	Food	C33H40O22	788.201123	789.2083996	0.208399564	n
HMDB37937	Food	C33H40O22	788.201123	789.2083996	0.208399564	n
HMDB40487	Food	C33H40O22	788.201123	789.2083996	0.208399564	n
HMDB30447	Endogenous	C36H45ClN6O12	788.2783986	789.2856752	0.285675241	n
HMDB36708	Endogenous	C38H60O17	788.3830505	789.3903271	0.390327094	n
HMDB41332	Endogenous	C39H64O16	788.419436	789.4267126	0.4267126	n
HMDB12091	LIPID	C45H93N2O6P	788.6771252	789.6844018	0.68440183	n
HMDB42076	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB42078	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB42511	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB42571	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB43171	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB43172	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB43199	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB43227	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB43256	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB47749	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB47750	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB48435	LIPID	C50H92O6	788.6893907	789.6966673	0.696667276	n
HMDB07848	LIPID	C51H96O5	788.7257762	789.7330528	0.733052782	n
HMDB47930	LIPID	C51H96O5	788.7257762	789.7330528	0.733052782	n
HMDB48392	LIPID	C51H96O5	788.7257762	789.7330528	0.733052782	n
HMDB48588	LIPID	C51H96O5	788.7257762	789.7330528	0.733052782	n
HMDB56267	LIPID	C51H96O5	788.7257762	789.7330528	0.733052782	n
HMDB39118	Food	C33H41O22	789.208948	790.2162246	0.216224596	n
HMDB09045	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09078	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09109	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09110	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09141	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09174	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09302	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09333	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09334	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09366	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09367	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09397	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09398	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09430	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09431	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09462	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09589	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09590	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09621	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09654	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09685	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB09686	Endogenous	C45H76NO8P	789.5308549	790.5381315	0.538131525	n
HMDB10163	Endogenous	C42H80NO10P	789.5519843	790.5592609	0.559260897	n
HMDB12389	Endogenous	C42H80NO10P	789.5519843	790.5592609	0.559260897	n
HMDB08523	LIPID	C46H80NO7P	789.5672404	790.574517	0.574517031	n
HMDB08524	LIPID	C46H80NO7P	789.5672404	790.574517	0.574517031	n
HMDB08751	LIPID	C46H80NO7P	789.5672404	790.574517	0.574517031	n
HMDB11229	LIPID	C46H80NO7P	789.5672404	790.574517	0.574517031	n
HMDB11288	LIPID	C46H80NO7P	789.5672404	790.574517	0.574517031	n
HMDB11321	LIPID	C46H80NO7P	789.5672404	790.574517	0.574517031	n
HMDB08914	Endogenous	C44H88NO8P	789.6247553	790.6320319	0.632031909	n
HMDB09714	Endogenous	C44H88NO8P	789.6247553	790.6320319	0.632031909	n
HMDB07886	LIPID	C44H88NO8P	789.6247553	790.6320319	0.632031909	n
HMDB07977	LIPID	C44H88NO8P	789.6247553	790.6320319	0.632031909	n
HMDB08036	LIPID	C44H88NO8P	789.6247553	790.6320319	0.632031909	n
HMDB08265	LIPID	C44H88NO8P	789.6247553	790.6320319	0.632031909	n
HMDB08525	LIPID	C44H88NO8P	789.6247553	790.6320319	0.632031909	n
HMDB06796	Endogenous	C18H26N4O23P4	789.9938292	791.0011058	0.001105806	n
HMDB31134	Endogenous	C41H74O12S	790.4900985	791.4973751	0.497375122	n
HMDB02367	Endogenous	C45H76O7P2	790.5066278	791.5139044	0.51390441	n
HMDB42100	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB42101	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB42332	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB42362	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB42968	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB42969	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB43025	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB43053	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB43165	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB43193	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB43863	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB44699	LIPID	C50H94O6	790.7050407	791.7123173	0.71231734	n
HMDB07819	LIPID	C51H98O5	790.7414262	791.7487028	0.748702846	n
HMDB07847	LIPID	C51H98O5	790.7414262	791.7487028	0.748702846	n
HMDB42330	LIPID	C51H98O5	790.7414262	791.7487028	0.748702846	n
HMDB42939	LIPID	C51H98O5	790.7414262	791.7487028	0.748702846	n
HMDB44052	LIPID	C51H98O5	790.7414262	791.7487028	0.748702846	n
HMDB44646	LIPID	C51H98O5	790.7414262	791.7487028	0.748702846	n
HMDB47792	LIPID	C51H98O5	790.7414262	791.7487028	0.748702846	n
HMDB48434	LIPID	C51H98O5	790.7414262	791.7487028	0.748702846	n
HMDB56119	LIPID	C51H98O5	790.7414262	791.7487028	0.748702846	n
HMDB09012	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09043	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09044	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09076	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09077	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09108	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09206	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09269	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09300	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09301	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09331	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09332	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09364	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09365	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09396	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09429	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09461	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09558	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09588	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09619	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09620	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09652	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09653	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB09684	Endogenous	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB07958	LIPID	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB08724	LIPID	C45H78NO8P	791.546505	792.5537816	0.553781589	n
HMDB12378	Endogenous	C42H82NO10P	791.5676344	792.574911	0.574910961	n
HMDB39529	Endogenous	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB08457	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB08458	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB08490	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB08491	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB08522	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB08685	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB08718	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB11227	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB11228	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB11255	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB11286	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB11287	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB11319	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB11320	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB13409	LIPID	C46H82NO7P	791.5828905	792.5901671	0.590167095	n
HMDB38230	Food	C40H48N4O13	792.3217876	793.3290642	0.329064242	n
HMDB40771	Food	C41H60O15	792.3932213	793.4004979	0.40049785	n
HMDB39576	Endogenous	C38H64O17	792.4143506	793.4216272	0.421627222	n
HMDB40653	Endogenous	C42H64O14	792.4296068	793.4368834	0.436883356	n
HMDB40523	Endogenous	C43H68O13	792.4659923	793.4732689	0.473268862	n
HMDB10599	LIPID	C44H73O10P	792.4941351	793.5014117	0.501411668	n
HMDB10670	LIPID	C44H73O10P	792.4941351	793.5014117	0.501411668	n
HMDB10685	LIPID	C44H73O10P	792.4941351	793.5014117	0.501411668	n
HMDB47904	LIPID	C51H84O6	792.6267904	793.634067	0.63406702	n
HMDB48322	LIPID	C51H84O6	792.6267904	793.634067	0.63406702	n
HMDB42094	LIPID	C50H96O6	792.7206908	793.7279674	0.727967404	n
HMDB42152	LIPID	C50H96O6	792.7206908	793.7279674	0.727967404	n
HMDB42962	LIPID	C50H96O6	792.7206908	793.7279674	0.727967404	n
HMDB43019	LIPID	C50H96O6	792.7206908	793.7279674	0.727967404	n
HMDB43857	LIPID	C50H96O6	792.7206908	793.7279674	0.727967404	n
HMDB07818	LIPID	C51H100O5	792.7570763	793.7643529	0.76435291	n
HMDB42150	LIPID	C51H100O5	792.7570763	793.7643529	0.76435291	n
HMDB42933	LIPID	C51H100O5	792.7570763	793.7643529	0.76435291	n
HMDB43017	LIPID	C51H100O5	792.7570763	793.7643529	0.76435291	n
HMDB43801	LIPID	C51H100O5	792.7570763	793.7643529	0.76435291	n
HMDB43856	LIPID	C51H100O5	792.7570763	793.7643529	0.76435291	n
HMDB56111	LIPID	C51H100O5	792.7570763	793.7643529	0.76435291	n
HMDB09010	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09011	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09042	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09075	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09140	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09173	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09205	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09236	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09267	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09268	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09298	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09299	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09330	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09363	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09395	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09428	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09460	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09525	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09556	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09557	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09586	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09587	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09618	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB09651	Endogenous	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB07956	LIPID	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB07957	LIPID	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB08658	LIPID	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB08691	LIPID	C45H80NO8P	793.5621551	794.5694317	0.569431653	n
HMDB11450	Endogenous	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB08392	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB08393	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB08424	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB08425	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB08456	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB08489	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB08652	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB11226	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB11253	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB11254	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB11284	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB11285	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB11317	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB11318	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB13432	LIPID	C46H84NO7P	793.5985406	794.6058172	0.605817159	n
HMDB31025	Endogenous	C41H62O15	794.4088713	795.4161479	0.416147914	n
HMDB33174	Endogenous	C42H66O14	794.4452568	795.4525334	0.45253342	n
HMDB39543	Endogenous	C42H66O14	794.4452568	795.4525334	0.45253342	n
HMDB34533	Plant	C42H66O14	794.4452568	795.4525334	0.45253342	n
HMDB34602	Endogenous	C43H70O13	794.4816423	795.4889189	0.488918926	n
HMDB35982	Endogenous	C43H70O13	794.4816423	795.4889189	0.488918926	n
HMDB10584	LIPID	C44H75O10P	794.5097851	795.5170617	0.517061732	n
HMDB10597	LIPID	C44H75O10P	794.5097851	795.5170617	0.517061732	n
HMDB10598	LIPID	C44H75O10P	794.5097851	795.5170617	0.517061732	n
HMDB10655	LIPID	C44H75O10P	794.5097851	795.5170617	0.517061732	n
HMDB10668	LIPID	C44H75O10P	794.5097851	795.5170617	0.517061732	n
HMDB10669	LIPID	C44H75O10P	794.5097851	795.5170617	0.517061732	n
HMDB10683	LIPID	C44H75O10P	794.5097851	795.5170617	0.517061732	n
HMDB10684	LIPID	C44H75O10P	794.5097851	795.5170617	0.517061732	n
HMDB41202	Endogenous	C41H78O12S	794.5213987	795.5286753	0.52867525	n
HMDB06707	Endogenous	C54H82O4	794.6213111	795.6285877	0.628587712	n
HMDB42297	LIPID	C51H86O6	794.6424405	795.6497171	0.649717084	n
HMDB42848	LIPID	C51H86O6	794.6424405	795.6497171	0.649717084	n
HMDB47743	LIPID	C51H86O6	794.6424405	795.6497171	0.649717084	n
HMDB47897	LIPID	C51H86O6	794.6424405	795.6497171	0.649717084	n
HMDB47903	LIPID	C51H86O6	794.6424405	795.6497171	0.649717084	n
HMDB47925	LIPID	C51H86O6	794.6424405	795.6497171	0.649717084	n
HMDB48161	LIPID	C51H86O6	794.6424405	795.6497171	0.649717084	n
HMDB48277	LIPID	C51H86O6	794.6424405	795.6497171	0.649717084	n
HMDB48299	LIPID	C51H86O6	794.6424405	795.6497171	0.649717084	n
HMDB48583	LIPID	C51H86O6	794.6424405	795.6497171	0.649717084	n
HMDB03419	Endogenous	C22H36N7O17P3S	795.110123	796.1173996	0.117399587	n
HMDB09009	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09107	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09139	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09172	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09204	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09234	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09235	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09265	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09266	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09297	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09329	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09362	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09394	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09427	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09492	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09523	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09524	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09555	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB09585	Endogenous	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB07955	LIPID	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB08625	LIPID	C45H82NO8P	795.5778051	796.5850817	0.585081717	n
HMDB08359	LIPID	C46H86NO7P	795.6141906	796.6214672	0.621467223	n
HMDB08360	LIPID	C46H86NO7P	795.6141906	796.6214672	0.621467223	n
HMDB08391	LIPID	C46H86NO7P	795.6141906	796.6214672	0.621467223	n
HMDB08423	LIPID	C46H86NO7P	795.6141906	796.6214672	0.621467223	n
HMDB11251	LIPID	C46H86NO7P	795.6141906	796.6214672	0.621467223	n
HMDB11252	LIPID	C46H86NO7P	795.6141906	796.6214672	0.621467223	n
HMDB11283	LIPID	C46H86NO7P	795.6141906	796.6214672	0.621467223	n
HMDB11316	LIPID	C46H86NO7P	795.6141906	796.6214672	0.621467223	n
HMDB13420	LIPID	C46H86NO7P	795.6141906	796.6214672	0.621467223	n
HMDB41730	Food	C34H36O22	796.1698228	797.1770994	0.177099436	n
HMDB30465	Endogenous	C43H60N2O12	796.4146254	797.421902	0.421901994	n
HMDB34651	Endogenous	C42H68O14	796.4609069	797.4681835	0.468183484	n
HMDB35958	Endogenous	C42H68O14	796.4609069	797.4681835	0.468183484	n
HMDB40943	Food	C42H68O14	796.4609069	797.4681835	0.468183484	n
HMDB40946	Food	C42H68O14	796.4609069	797.4681835	0.468183484	n
HMDB10582	LIPID	C44H77O10P	796.5254352	797.5327118	0.532711796	n
HMDB10583	LIPID	C44H77O10P	796.5254352	797.5327118	0.532711796	n
HMDB10596	LIPID	C44H77O10P	796.5254352	797.5327118	0.532711796	n
