HMDB_ID	origin	Formula	Neutral mass	mz	md	inclusion
HMDB32901	Food	C12H20O2	196.1463299	197.1536065	0.153606484	n
HMDB34903	Food	C12H20O2	196.1463299	197.1536065	0.153606484	n
HMDB40725	Food	C12H20O2	196.1463299	197.1536065	0.153606484	n
HMDB32247	Endogenous	C13H24O	196.1827154	197.189992	0.18999199	n
HMDB36172	Endogenous	C13H24O	196.1827154	197.189992	0.18999199	n
HMDB37275	Endogenous	C13H24O	196.1827154	197.189992	0.18999199	n
HMDB41490	Endogenous	C13H24O	196.1827154	197.189992	0.18999199	n
HMDB41404	Food	C13H24O	196.1827154	197.189992	0.18999199	n
HMDB33567	Food	C14H28	196.2191009	197.2263775	0.226377496	n
HMDB03966	Endogenous	C5H11NO2Se	196.9955004	198.002777	0.002777029	n
HMDB03705	Endogenous	C3H8N3O5P	197.0201569	198.0274335	0.027433493	n
HMDB06955	Endogenous	C8H7NO5	197.0324223	198.0396989	0.039698939	n
HMDB33179	Food	C9H11NO2S	197.0510493	198.0583259	0.058325891	n
HMDB00181	Endogenous	C9H11NO4	197.0688078	198.0760844	0.076084445	n
HMDB00609	Endogenous	C9H11NO4	197.0688078	198.0760844	0.076084445	n
HMDB38336	Food	C9H11NO4	197.0688078	198.0760844	0.076084445	n
HMDB38750	Food	C9H11NO4	197.0688078	198.0760844	0.076084445	n
HMDB32055	Endogenous	C8H11N3O3	197.0800412	198.0873178	0.087317833	n
HMDB33455	Food	C13H11NO	197.084064	198.0913406	0.091340579	n
HMDB33487	Food	C13H11NO	197.084064	198.0913406	0.091340579	n
HMDB33188	Food	C12H11N3	197.0952974	198.102574	0.102573967	n
HMDB04063	Endogenous	C10H15NO3	197.1051934	198.11247	0.112469951	n
HMDB36074	Food	C10H15NO3	197.1051934	198.11247	0.112469951	n
HMDB29422	Endogenous	C9H15N3O2	197.1164267	198.1237033	0.123703339	n
HMDB36173	Food	C14H15N	197.1204495	198.1277261	0.127726085	n
HMDB40090	Food	C11H19NS	197.1238203	198.1310969	0.131096903	n
HMDB40091	Food	C11H19NS	197.1238203	198.1310969	0.131096903	n
HMDB40111	Food	C11H19NS	197.1238203	198.1310969	0.131096903	n
HMDB40112	Food	C11H19NS	197.1238203	198.1310969	0.131096903	n
HMDB11750	Endogenous	C4H7O7P	197.9929391	199.0002157	0.00021569	n
HMDB40164	Food	C13H10S	198.050321	199.0575976	0.05759761	n
HMDB00291	Endogenous	C9H10O5	198.0528234	199.0601	0.06010003	n
HMDB03503	Endogenous	C9H10O5	198.0528234	199.0601	0.06010003	n
HMDB02085	Food	C9H10O5	198.0528234	199.0601	0.06010003	n
HMDB33836	Food	C9H10O5	198.0528234	199.0601	0.06010003	n
HMDB41662	Food	C9H10O5	198.0528234	199.0601	0.06010003	n
HMDB29170	NA	C9H10O5	198.0528234	199.0601	0.06010003	n
HMDB36185	Food	C13H10O2	198.0680796	199.0753562	0.075356164	n
HMDB36134	Food	C10H14O2S	198.0714504	199.078727	0.078726982	n
HMDB04400	Endogenous	C7H10N4O3	198.0752902	199.0825668	0.082566806	n
HMDB34217	Food	C12H10N2O	198.079313	199.0865896	0.086589552	n
HMDB35197	Food	C12H10N2O	198.079313	199.0865896	0.086589552	n
HMDB30991	Endogenous	C10H14O4	198.0892089	199.0964855	0.096485536	n
HMDB34099	Endogenous	C10H14O4	198.0892089	199.0964855	0.096485536	n
HMDB33093	Food	C10H14O4	198.0892089	199.0964855	0.096485536	n
HMDB29706	Endogenous	C11H10N4	198.0905463	199.0978229	0.09782294	n
HMDB29749	Endogenous	C11H10N4	198.0905463	199.0978229	0.09782294	n
HMDB32078	Endogenous	C14H14O	198.1044651	199.1117417	0.11174167	n
HMDB36648	Endogenous	C15H18	198.1408506	199.1481272	0.148127176	n
HMDB00529	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB10729	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB29585	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB29763	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB32214	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB32235	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB32248	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB33378	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB34160	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB34844	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB37186	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB37305	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB37329	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB37498	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB38269	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB38924	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB39220	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB40158	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB40163	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB40361	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB41264	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB41449	Endogenous	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB31683	Food	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB36182	Food	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB37742	Food	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB37813	Food	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB38081	Food	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB38895	Food	C12H22O2	198.1619799	199.1692565	0.169256548	n
HMDB30928	Endogenous	C13H26O	198.1983655	199.2056421	0.205642054	n
HMDB34148	Food	C13H26O	198.1983655	199.2056421	0.205642054	n
HMDB40376	Food	C14H30	198.234751	199.2420276	0.24202756	n
HMDB32846	Food	C8H6ClNO3	199.0036208	200.0108974	0.01089737	n
HMDB03484	Endogenous	C4H10NO6P	199.0245736	200.0318502	0.031850169	n
HMDB11185	Endogenous	C4H10NO6P	199.0245736	200.0318502	0.031850169	n
HMDB29414	Endogenous	C8H9NO5	199.0480724	200.055349	0.055349003	n
HMDB30376	Endogenous	C7H9N3O4	199.0593058	200.0665824	0.066582391	n
HMDB32424	Endogenous	C9H13NO2S	199.0666994	200.073976	0.073975955	n
HMDB35177	Food	C9H13NO4	199.0844579	200.0917345	0.091734509	n
HMDB40443	Food	C10H9N5	199.0857953	200.0930719	0.093071913	n
HMDB33135	Food	C12H13N3	199.1109474	200.118224	0.118224031	n
HMDB06406	Endogenous	C10H17NO3	199.1208434	200.12812	0.128120015	n
HMDB31820	Endogenous	C10H17NO3	199.1208434	200.12812	0.128120015	n
HMDB33695	Food	C7H4O7	199.9957025	201.0029791	0.002979082	n
HMDB01321	Endogenous	C4H9O7P	200.0085892	201.0158658	0.015865754	n
HMDB40932	Food	C9H9ClO3	200.0240219	201.0312985	0.031298461	n
HMDB01268	Endogenous	C8H8O6	200.032088	201.0393646	0.039364588	n
HMDB02052	Endogenous	C8H8O6	200.032088	201.0393646	0.039364588	n
HMDB38631	Food	C11H8N2S	200.040819	201.0480956	0.048095556	n
HMDB37192	Food	C7H13KO4	200.0450908	201.0523674	0.052367365	n
HMDB33091	Endogenous	C9H12O5	200.0684735	201.0757501	0.075750094	n
HMDB30009	Endogenous	C10H16S2	200.0693419	201.0766185	0.076618492	n
HMDB30646	Endogenous	C13H12O2	200.0837296	201.0910062	0.091006228	n
HMDB36460	Endogenous	C13H12O2	200.0837296	201.0910062	0.091006228	n
HMDB29838	Endogenous	C12H12N2O	200.094963	201.1022396	0.102239616	n
HMDB00603	Endogenous	C10H16O4	200.104859	201.1121356	0.1121356	n
HMDB13227	Endogenous	C10H16O4	200.104859	201.1121356	0.1121356	n
HMDB30989	Endogenous	C10H16O4	200.104859	201.1121356	0.1121356	n
HMDB30990	Endogenous	C10H16O4	200.104859	201.1121356	0.1121356	n
HMDB34491	Endogenous	C10H16O4	200.104859	201.1121356	0.1121356	n
HMDB34971	Endogenous	C10H16O4	200.104859	201.1121356	0.1121356	n
HMDB36715	Food	C10H16O4	200.104859	201.1121356	0.1121356	n
HMDB35076	Food	C14H16O	200.1201151	201.1273917	0.127391734	n
HMDB32662	Endogenous	C11H20O3	200.1412445	201.1485211	0.148521106	n
HMDB37179	Endogenous	C11H20O3	200.1412445	201.1485211	0.148521106	n
HMDB36029	Food	C11H20O3	200.1412445	201.1485211	0.148521106	n
HMDB13076	Endogenous	C10H20N2O2	200.1524779	201.1597545	0.159754494	n
HMDB36453	Endogenous	C15H20	200.1565006	201.1637772	0.16377724	n
HMDB38204	Endogenous	C15H20	200.1565006	201.1637772	0.16377724	n
HMDB36451	Food	C15H20	200.1565006	201.1637772	0.16377724	n
HMDB13162	Endogenous	C11H22NO2	200.165054	201.1723306	0.172330553	n
HMDB00638	Endogenous	C12H24O2	200.17763	201.1849066	0.184906612	n
HMDB30998	Endogenous	C12H24O2	200.17763	201.1849066	0.184906612	n
HMDB32310	Endogenous	C12H24O2	200.17763	201.1849066	0.184906612	n
HMDB32440	Endogenous	C12H24O2	200.17763	201.1849066	0.184906612	n
HMDB33619	Endogenous	C12H24O2	200.17763	201.1849066	0.184906612	n
HMDB34128	Endogenous	C12H24O2	200.17763	201.1849066	0.184906612	n
HMDB34136	Endogenous	C12H24O2	200.17763	201.1849066	0.184906612	n
HMDB34137	Endogenous	C12H24O2	200.17763	201.1849066	0.184906612	n
HMDB35410	Endogenous	C12H24O2	200.17763	201.1849066	0.184906612	n
HMDB36225	Endogenous	C12H24O2	200.17763	201.1849066	0.184906612	n
HMDB40166	Endogenous	C12H24O2	200.17763	201.1849066	0.184906612	n
HMDB13316	Endogenous	C13H28O	200.2140155	201.2212921	0.221292118	n
HMDB35170	Food	C12H13N2O	201.102788	202.1100646	0.110064648	n
HMDB38835	Food	C13H15NO	201.1153641	202.1226407	0.122640707	n
HMDB40007	Food	C13H15NO	201.1153641	202.1226407	0.122640707	n
HMDB00832	Endogenous	C10H19NO3	201.1364935	202.1437701	0.143770079	n
HMDB13116	Endogenous	C10H19NO3	201.1364935	202.1437701	0.143770079	n
HMDB41540	Food	C10H19NO3	201.1364935	202.1437701	0.143770079	n
HMDB13679	Endogenous	C11H6O4	202.0266087	203.0338853	0.03388528	n
HMDB29457	Endogenous	C11H6O4	202.0266087	203.0338853	0.03388528	n
HMDB40933	Food	C9H11ClO3	202.0396719	203.0469485	0.046948525	n
HMDB40275	Food	C8H10O6	202.0477381	203.0550147	0.055014652	n
HMDB29436	Endogenous	C7H10N2O5	202.0589714	203.066248	0.06624804	n
HMDB32706	Endogenous	C12H10O3	202.0629942	203.0702708	0.070270786	n
HMDB32713	Food	C12H10O3	202.0629942	203.0702708	0.070270786	n
HMDB34663	Food	C12H10O3	202.0629942	203.0702708	0.070270786	n
HMDB38115	Food	C12H10O3	202.0629942	203.0702708	0.070270786	n
HMDB42002	NA	C16H10	202.0782503	203.0855269	0.08552692	n
HMDB32306	Endogenous	C9H14O5	202.0841236	203.0914002	0.091400158	n
HMDB33092	Food	C9H14O5	202.0841236	203.0914002	0.091400158	n
HMDB35175	Food	C10H10N4O	202.085461	203.0927376	0.092737562	n
HMDB28688	Endogenous	C8H14N2O4	202.0953569	203.1026335	0.102633546	n
HMDB28856	Endogenous	C8H14N2O4	202.0953569	203.1026335	0.102633546	n
HMDB29026	Endogenous	C8H14N2O4	202.0953569	203.1026335	0.102633546	n
HMDB29047	Endogenous	C8H14N2O4	202.0953569	203.1026335	0.102633546	n
HMDB34266	Food	C8H14N2O4	202.0953569	203.1026335	0.102633546	n
HMDB30816	Endogenous	C13H14O2	202.0993797	203.1066563	0.106656292	n
HMDB31663	Endogenous	C13H14O2	202.0993797	203.1066563	0.106656292	n
HMDB29835	Endogenous	C12H14N2O	202.1106131	203.1178897	0.11788968	n
HMDB32756	Food	C12H14N2O	202.1106131	203.1178897	0.11788968	n
HMDB00792	Endogenous	C10H18O4	202.1205091	203.1277857	0.127785664	n
HMDB31510	Endogenous	C10H18O4	202.1205091	203.1277857	0.127785664	n
HMDB40196	Food	C10H18O4	202.1205091	203.1277857	0.127785664	n
HMDB28690	Endogenous	C9H18N2O3	202.1317425	203.1390191	0.139019052	n
HMDB28691	Endogenous	C9H18N2O3	202.1317425	203.1390191	0.139019052	n
HMDB28900	Endogenous	C9H18N2O3	202.1317425	203.1390191	0.139019052	n
HMDB28922	Endogenous	C9H18N2O3	202.1317425	203.1390191	0.139019052	n
HMDB30572	Endogenous	C14H18O	202.1357652	203.1430418	0.143041798	n
HMDB30838	Endogenous	C14H18O	202.1357652	203.1430418	0.143041798	n
HMDB31313	Endogenous	C14H18O	202.1357652	203.1430418	0.143041798	n
HMDB39274	Food	C14H18O	202.1357652	203.1430418	0.143041798	n
HMDB39356	Food	C14H18O	202.1357652	203.1430418	0.143041798	n
HMDB01539	Endogenous	C8H18N4O2	202.1429758	203.1502524	0.15025244	n
HMDB03334	Endogenous	C8H18N4O2	202.1429758	203.1502524	0.15025244	n
HMDB32443	Endogenous	C11H22O3	202.1568946	203.1641712	0.16417117	n
HMDB35707	Endogenous	C15H22	202.1721507	203.1794273	0.179427304	n
HMDB36416	Endogenous	C15H22	202.1721507	203.1794273	0.179427304	n
HMDB36796	Endogenous	C15H22	202.1721507	203.1794273	0.179427304	n
HMDB38125	Food	C15H22	202.1721507	203.1794273	0.179427304	n
HMDB13224	Endogenous	C11H24NO2	202.180704	203.1879806	0.187980617	n
HMDB32153	Endogenous	C12H26O2	202.1932801	203.2005567	0.200556676	n
HMDB37310	Endogenous	C12H26O2	202.1932801	203.2005567	0.200556676	n
HMDB01256	Endogenous	C10H26N4	202.2157469	203.2230235	0.223023452	n
HMDB02015	Endogenous	C7H9NO4S	203.0252285	204.0325051	0.032505071	n
HMDB28819	Endogenous	C7H11N2O5	203.0667965	204.0740731	0.074073072	n
HMDB28840	Endogenous	C7H11N2O5	203.0667965	204.0740731	0.074073072	n
HMDB38440	Food	C9H17NS2	203.0802409	204.0875175	0.087517529	n
HMDB28682	Endogenous	C7H13N3O4	203.0906059	204.0978825	0.097882519	n
HMDB28724	Endogenous	C7H13N3O4	203.0906059	204.0978825	0.097882519	n
HMDB28797	Endogenous	C7H13N3O4	203.0906059	204.0978825	0.097882519	n
HMDB28839	Endogenous	C7H13N3O4	203.0906059	204.0978825	0.097882519	n
HMDB28855	Endogenous	C7H13N3O4	203.0906059	204.0978825	0.097882519	n
HMDB29149	Endogenous	C7H13N3O4	203.0906059	204.0978825	0.097882519	n
HMDB02096	Endogenous	C12H13NO2	203.0946287	204.1019053	0.101905265	n
HMDB39656	Endogenous	C12H13NO2	203.0946287	204.1019053	0.101905265	n
HMDB41526	Food	C12H13NO2	203.0946287	204.1019053	0.101905265	n
HMDB13318	Endogenous	C11H13N3O	203.1058621	204.1131387	0.113138653	n
HMDB00201	Endogenous	C9H17NO4	203.115758	204.1230346	0.123034637	n
HMDB28846	Endogenous	C8H17N3O3	203.1269914	204.134268	0.134268025	n
HMDB28951	Endogenous	C8H17N3O3	203.1269914	204.134268	0.134268025	n
HMDB31665	Endogenous	C7H8O7	204.0270026	205.0342792	0.03427921	n
HMDB32026	Endogenous	C10H8N2OS	204.0357336	205.0430102	0.043010178	n
HMDB41031	Food	C8H12O6	204.0633881	205.0706647	0.070664716	n
HMDB30182	Endogenous	C14H8N2	204.0687483	205.0760249	0.076024866	n
HMDB11162	Endogenous	C7H12N2O5	204.0746215	205.0818981	0.081898104	n
HMDB11667	Endogenous	C7H12N2O5	204.0746215	205.0818981	0.081898104	n
HMDB28683	Endogenous	C7H12N2O5	204.0746215	205.0818981	0.081898104	n
HMDB28746	Endogenous	C7H12N2O5	204.0746215	205.0818981	0.081898104	n
HMDB33303	Food	C12H12O3	204.0786443	205.0859209	0.08592085	n
HMDB35095	Food	C12H12O3	204.0786443	205.0859209	0.08592085	n
HMDB13609	Endogenous	C11H12N2O2	204.0898776	205.0971542	0.097154238	n
HMDB30396	Endogenous	C11H12N2O2	204.0898776	205.0971542	0.097154238	n
HMDB29052	Endogenous	C8H16N2O4	204.111007	205.1182836	0.11828361	n
HMDB29136	Endogenous	C8H16N2O4	204.111007	205.1182836	0.11828361	n
HMDB33891	Food	C8H16N2O4	204.111007	205.1182836	0.11828361	n
HMDB39948	Food	C8H16N2O4	204.111007	205.1182836	0.11828361	n
HMDB30770	Endogenous	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB30904	Endogenous	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB31553	Endogenous	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB31661	Endogenous	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB37628	Endogenous	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB33379	Food	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB36224	Food	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB37702	Food	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB37703	Food	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB37721	Food	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB41316	Food	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB41317	Food	C13H16O2	204.1150298	205.1223064	0.122306356	n
HMDB32327	Endogenous	C10H20O2S	204.1184006	205.1256772	0.125677174	n
HMDB38948	Endogenous	C10H20O2S	204.1184006	205.1256772	0.125677174	n
HMDB37765	Food	C10H20O2S	204.1184006	205.1256772	0.125677174	n
HMDB41842	Endogenous	C12H16N2O	204.1262631	205.1335397	0.133539744	n
HMDB42000	Endogenous	C12H16N2O	204.1262631	205.1335397	0.133539744	n
HMDB33217	Endogenous	C10H20O4	204.1361591	205.1434357	0.143435728	n
HMDB33642	Endogenous	C10H20O4	204.1361591	205.1434357	0.143435728	n
HMDB35133	Endogenous	C10H20O4	204.1361591	205.1434357	0.143435728	n
HMDB39053	Endogenous	C10H20O4	204.1361591	205.1434357	0.143435728	n
HMDB39974	Endogenous	C10H20O4	204.1361591	205.1434357	0.143435728	n
HMDB13816	Endogenous	C14H20O	204.1514153	205.1586919	0.158691862	n
HMDB31776	Endogenous	C14H20O	204.1514153	205.1586919	0.158691862	n
HMDB36170	Food	C14H20O	204.1514153	205.1586919	0.158691862	n
HMDB41482	Food	C14H20O	204.1514153	205.1586919	0.158691862	n
HMDB30673	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB34939	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB34943	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB34997	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB35084	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB35146	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB35161	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB35361	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB35688	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB35787	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB35810	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB35816	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB35913	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB35992	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36003	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36004	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36065	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36066	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36154	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36163	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36164	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36200	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36364	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36413	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36417	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36418	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36419	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36428	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36444	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36450	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36467	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36575	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36644	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36678	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36682	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36731	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36736	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36737	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36792	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB36799	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB37029	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB37030	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB37060	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38139	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38203	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38205	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38206	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38207	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38214	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB41576	Endogenous	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB30644	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB35198	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB37676	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB37677	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB37678	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB37784	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38118	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38124	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38135	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38137	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38155	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38157	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38166	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB38168	Food	C15H24	204.1878008	205.1950774	0.195077368	n
HMDB00881	Endogenous	C10H7NO4	205.0375077	206.0447843	0.044784317	n
HMDB32963	Food	C10H7NO4	205.0375077	206.0447843	0.044784317	n
HMDB33528	Food	C10H7NO4	205.0375077	206.0447843	0.044784317	n
HMDB00962	Endogenous	C8H15NOS2	205.0595055	206.0667821	0.066782087	n
HMDB38461	Food	C8H15NOS2	205.0595055	206.0667821	0.066782087	n
HMDB00671	Endogenous	C11H11NO3	205.0738932	206.0811698	0.081169823	n
HMDB04096	Endogenous	C11H11NO3	205.0738932	206.0811698	0.081169823	n
HMDB11621	Endogenous	C11H11NO3	205.0738932	206.0811698	0.081169823	n
HMDB30179	Endogenous	C11H11NO3	205.0738932	206.0811698	0.081169823	n
HMDB32755	Food	C11H11NO3	205.0738932	206.0811698	0.081169823	n
HMDB36394	Food	C8H15NO5	205.0950226	206.1022992	0.102299195	n
HMDB40334	Food	C9H19NS2	205.095891	206.1031676	0.103167593	n
HMDB40335	Food	C9H19NS2	205.095891	206.1031676	0.103167593	n
HMDB40336	Food	C9H19NS2	205.095891	206.1031676	0.103167593	n
HMDB40337	Food	C9H19NS2	205.095891	206.1031676	0.103167593	n
HMDB40046	Food	C12H15NO2	205.1102787	206.1175553	0.117555329	n
HMDB04231	Endogenous	C9H19NO4	205.1314081	206.1386847	0.138684701	n
HMDB01422	Endogenous	C9H21N2O3	205.1552175	206.1624941	0.162494148	n
HMDB33995	Endogenous	C11H10O2S	206.0401503	207.0474269	0.047426854	n
HMDB34858	Endogenous	C11H10O2S	206.0401503	207.0474269	0.047426854	n
HMDB00379	Endogenous	C7H10O7	206.0426527	207.0499293	0.049929274	n
HMDB03518	Endogenous	C7H10O7	206.0426527	207.0499293	0.049929274	n
HMDB01451	Endogenous	C8H14O2S2	206.0435211	207.0507977	0.050797672	n
HMDB32414	Endogenous	C10H10N2OS	206.0513836	207.0586602	0.058660242	n
HMDB36187	Food	C10H10N2OS	206.0513836	207.0586602	0.058660242	n
HMDB29466	Endogenous	C11H10O4	206.0579088	207.0651854	0.065185408	n
HMDB29472	Endogenous	C11H10O4	206.0579088	207.0651854	0.065185408	n
HMDB29775	Endogenous	C11H10O4	206.0579088	207.0651854	0.065185408	n
HMDB30818	Endogenous	C11H10O4	206.0579088	207.0651854	0.065185408	n
HMDB32952	Food	C11H10O4	206.0579088	207.0651854	0.065185408	n
HMDB35303	Food	C11H10O4	206.0579088	207.0651854	0.065185408	n
HMDB36627	Food	C11H10O4	206.0579088	207.0651854	0.065185408	n
HMDB28847	Endogenous	C7H14N2O3S	206.072513	207.0797896	0.079789614	n
HMDB28973	Endogenous	C7H14N2O3S	206.072513	207.0797896	0.079789614	n
HMDB33584	Food	C8H14O6	206.0790382	207.0863148	0.08631478	n
HMDB38791	Food	C9H18OS2	206.0799066	207.0871832	0.087183178	n
HMDB29049	Endogenous	C7H14N2O5	206.0902716	207.0975482	0.097548168	n
HMDB29070	Endogenous	C7H14N2O5	206.0902716	207.0975482	0.097548168	n
HMDB30762	Endogenous	C12H14O3	206.0942943	207.1015709	0.101570914	n
HMDB31729	Endogenous	C12H14O3	206.0942943	207.1015709	0.101570914	n
HMDB31973	Endogenous	C12H14O3	206.0942943	207.1015709	0.101570914	n
HMDB32348	Endogenous	C12H14O3	206.0942943	207.1015709	0.101570914	n
HMDB33594	Food	C12H14O3	206.0942943	207.1015709	0.101570914	n
HMDB34122	Food	C12H14O3	206.0942943	207.1015709	0.101570914	n
HMDB34135	Food	C12H14O3	206.0942943	207.1015709	0.101570914	n
HMDB35071	Food	C12H14O3	206.0942943	207.1015709	0.101570914	n
HMDB41410	Food	C12H14O3	206.0942943	207.1015709	0.101570914	n
HMDB29669	Endogenous	C13H18O2	206.1306798	207.1379564	0.13795642	n
HMDB32176	Endogenous	C13H18O2	206.1306798	207.1379564	0.13795642	n
HMDB34469	Endogenous	C13H18O2	206.1306798	207.1379564	0.13795642	n
HMDB35016	Endogenous	C13H18O2	206.1306798	207.1379564	0.13795642	n
HMDB35017	Endogenous	C13H18O2	206.1306798	207.1379564	0.13795642	n
HMDB36240	Endogenous	C13H18O2	206.1306798	207.1379564	0.13795642	n
HMDB36391	Endogenous	C13H18O2	206.1306798	207.1379564	0.13795642	n
