"mz","mzmin","mzmax","MD"
171.137911688198,170.118785757035,172.142702096362,0.137911688197534
215.037893384064,211.170921794397,218.098689830631,0.0378933840643754
265.02094629941,264.992092020019,265.057178042807,0.0209462994095588
269.088001727898,269.066251627781,269.117705282987,0.0880017278979608
275.018038477547,274.86127133796,275.128516838233,0.0180384775474636
277.035411677559,276.996936991179,277.068066956006,0.0354116775593525
278.036616202673,278.012918539537,278.061682129143,0.0366162026726897
335.157011417475,335.134704555041,335.179297846035,0.157011417474735
348.070471183527,348.053536667104,348.094336085278,0.0704711835266494
