
 100.112 	 307991 
 101.00137 	 35752.7 
 101.00306 	 35041484 
 102.00245 	 354589.4 
 102.00643 	 985808.3 
 102.12763 	 500591.7 
 102.99887 	 2663198.3 
 103.00731 	 113805.9 
 104.00223 	 63761.1 
 104.10691 	 4550263.5 
 105.0698 	 109461.8 
 105.11026 	 216475.5 
 106.08617 	 3663035.5 
 107.08545 	 164397.6 
 107.08955 	 147180 
 109.1011 	 216827.9 
 111.0804 	 60607.4 
 113.05963 	 93539.5 
 114.06614 	 115427.9 
 114.09126 	 306290.4 
 115.07524 	 34883.2 
 115.08654 	 80491.5 
 116.07056 	 71664.9 
 116.10695 	 77274.4 
 116.97704 	 3104562.8 
 117.06983 	 37140.4 
 117.98039 	 63774.2 
 118.08622 	 147419 
 118.97285 	 158135.3 
 118.97514 	 248892.8 
 119.0855 	 63528.2 
 120.08074 	 108764 
 120.10186 	 355772.6 
 121.10112 	 107118.2 
 123.05525 	 143799.1 
 123.11679 	 121500.9 
 125.09605 	 47824.3 
 126.02187 	 29585.6 
 128.10694 	 72718.8 
 129.05217 	 161149.7 
 130.08617 	 712774.6 
 130.15894 	 448531.5 
 131.04905 	 4076.1 
 131.0702 	 8951.6 
 131.08545 	 158014.9 
 131.08951 	 62520 
 131.16231 	 59144.3 
 132.04435 	 9435.3 
 132.07669 	 83103.4 
 132.08882 	 20331 
 132.10183 	 351330.3 
 133.03172 	 14831.2 
 133.06471 	 61931.4 
 133.07592 	 12461 
 133.08586 	 88749.1 
 133.1011 	 402057.5 
 133.10516 	 24478.3 
 134.06335 	 5614 
 134.0811 	 26216.5 
 134.08923 	 6181.7 
 134.10445 	 45498 
 134.11749 	 184647.3 
 135.044 	 139912.4 
 135.08037 	 76993.9 
 135.10153 	 9782.7 
 135.11676 	 336919.8 
 135.12082 	 10555.7 
 136.02148 	 11223.9 
 136.04737 	 8616.4 
 136.0617 	 26563 
 136.07321 	 22745.6 
 136.07564 	 27771.1 
 136.08373 	 6833.1 
 136.09676 	 58156.5 
 136.11204 	 5193.6 
 136.12012 	 34850.2 
 137.00158 	 18467.6 
 137.0457 	 2700174 
 137.0596 	 16382.9 
 137.07087 	 3970.5 
 137.08209 	 20882.7 
 137.09601 	 66799.2 
 137.10728 	 4160.4 
 137.1324 	 47745.9 
 138.0181 	 4516 
 138.04273 	 33483 
 138.04906 	 148284.6 
 138.0549 	 7843 
 138.09127 	 28974.7 
 138.09936 	 6305.7 
 138.12764 	 52031.9 
 138.13581 	 5396.1 
 139.00246 	 13462.7 
 139.03652 	 13446.8 
 139.05009 	 20460.3 
 139.07527 	 38566.7 
 139.08652 	 70117.7 
 139.11167 	 89304.4 
 139.12292 	 6194.4 
 140.10695 	 15926.5 
 140.11496 	 8337.2 
 140.14329 	 6788.4 
 141.05451 	 5942.9 
 141.06982 	 11814.5 
 141.09094 	 44640 
 141.10219 	 16552 
 141.12732 	 22043 
 142.08623 	 12595.5 
 142.12257 	 97892.6 
 142.1589 	 28699.9 
 143.06778 	 5496.9 
 143.08544 	 24548.8 
 143.1066 	 52092.4 
 143.11784 	 11290.8 
 143.12594 	 8606.1 
 144.06543 	 5700.4 
 144.08069 	 10929.2 
 144.10187 	 24441.2 
 144.13826 	 15993.8 
 144.17464 	 58053.2 
 145.06471 	 7706.4 
 145.10113 	 100981 
 145.13349 	 4309.9 
 145.17797 	 6367.4 
 146.00684 	 7547 
 146.05992 	 5325.1 
 146.08108 	 26535.9 
 146.10446 	 11406.9 
 146.11751 	 164405 
 146.1539 	 36663 
 147.07646 	 7138.3 
 147.08039 	 73215.4 
 147.09165 	 13356.3 
 147.11677 	 174346.6 
 147.12078 	 11380.3 
 148.00388 	 17020.1 
 148.08387 	 7911.1 
 148.09678 	 1168665.6 
 148.11206 	 4239 
 148.12009 	 22407.8 
 148.13311 	 9786.2 
 149.02326 	 614405.8 
 149.05962 	 19879.9 
 149.09604 	 120875.2 
 149.10008 	 76170.4 
 149.1324 	 271474.2 
 150.0266 	 49928.5 
 150.05824 	 35558.3 
 150.07735 	 15423.6 
 150.08898 	 4744.7 
 150.09127 	 8162.1 
 150.09938 	 11115.3 
 150.11241 	 274021.6 
 150.12765 	 399446.5 
 150.1357 	 33402.6 
 151.07289 	 12548.5 
 151.07525 	 30022 
 151.09643 	 503838.4 
 151.11171 	 265901.1 
 151.11576 	 16023.4 
 151.13098 	 44551 
 151.14806 	 40191.1 
 152.05662 	 49724.2 
 152.06818 	 13158.3 
 152.07064 	 7041.2 
 152.09986 	 31440.6 
 152.10689 	 21395 
 152.11498 	 29872.3 
 152.14331 	 50802 
 153.04067 	 27936.7 
 153.0522 	 206858 
 153.09099 	 101408.8 
 153.12737 	 114116.3 
 153.13859 	 5396 
 154.05552 	 12614.5 
 154.08627 	 8644.9 
 154.09438 	 9727.8 
 154.12266 	 15664.4 
 154.13076 	 11359.5 
 154.15898 	 12548.1 
 155.06808 	 8362 
 155.07027 	 63299.4 
 155.08549 	 7646.8 
 155.1066 	 54273.3 
 155.11792 	 30585.2 
 155.14306 	 12483.9 
 155.15423 	 76970.6 
 156.07672 	 12537.8 
 156.1018 	 25549.5 
 156.13826 	 131283 
 156.1576 	 6348.7 
 156.17469 	 31426 
 157.03166 	 65504.7 
 157.03505 	 17328614 
 157.07926 	 36771.3 
 157.08341 	 292858.5 
 157.08556 	 7352.8 
 157.09705 	 69856.9 
 157.10112 	 20899.7 
 157.12225 	 15366.9 
 157.13338 	 6148.7 
 157.14152 	 12991.2 
 157.16983 	 53119.6 
 158.03449 	 286255.1 
 158.03839 	 803810.9 
 158.04127 	 25628.4 
 158.08678 	 18749.6 
 158.09638 	 23011.6 
 158.11761 	 24956.1 
 158.15383 	 252224.9 
 158.19029 	 57386.3 
 159.02783 	 178516.4 
 159.03085 	 1632458.1 
 159.03933 	 71114.2 
 159.04174 	 10409.4 
 159.06504 	 24974.6 
 159.08042 	 6146.8 
 159.10143 	 14045.2 
 159.11674 	 52938.1 
 159.15725 	 21388.5 
 160.07569 	 6053.2 
 160.09683 	 16420.8 
 160.16959 	 10318.6 
 161.05964 	 7848.8 
 161.09608 	 66861 
 161.10723 	 5973.2 
 161.13244 	 143035.7 
 162.09943 	 5736.1 
 162.11248 	 30517.2 
 162.12771 	 9801.6 
 162.13574 	 17848.7 
 163.03898 	 16765.4 
 163.0433 	 39596.3 
 163.07533 	 1723749.5 
 163.11172 	 111951.2 
 163.12294 	 16062.4 
 163.13289 	 35905.8 
 163.1481 	 900352.2 
 164.07867 	 196667.2 
 164.09147 	 329506.3 
 164.10451 	 12378.7 
 164.10689 	 12181.1 
 164.11508 	 13171.4 
 164.12806 	 35428 
 164.14331 	 10719.1 
 164.15142 	 123378.6 
 165.05454 	 43826.2 
 165.0698 	 9257.9 
 165.07964 	 9358.3 
 165.08193 	 8755 
 165.08855 	 98579.8 
 165.09095 	 80906.5 
 165.09501 	 22878.5 
 165.11204 	 18710.3 
 165.12734 	 117983.9 
 165.16372 	 81397.8 
 166.08396 	 14413.1 
 166.08619 	 256059 
 166.09189 	 7358.9 
 166.09415 	 6319.7 
 166.12262 	 40215.2 
 166.13066 	 14627.7 
 166.15899 	 86916.8 
 166.16709 	 9193.2 
 167.06783 	 44768.2 
 167.07015 	 14619 
 167.08547 	 7227.1 
 167.08957 	 26031.7 
 167.10662 	 320364.1 
 167.14299 	 102302.8 
 167.16229 	 8376.7 
 168.01982 	 6093.7 
 168.08073 	 11650.3 
 168.10185 	 10980.2 
 168.11002 	 34480 
 168.123 	 25710.1 
 168.13826 	 26359.5 
 168.14636 	 12872.9 
 169.04708 	 22508.8 
 169.08369 	 6229.9 
 169.08589 	 48391.5 
 169.09716 	 13342.5 
 169.10113 	 74747.1 
 169.12227 	 144481.6 
 169.15865 	 9945.4 
 170.07877 	 34024.8 
 170.09639 	 38967.1 
 170.11754 	 77451.9 
 170.1256 	 12849.8 
 170.15392 	 332125.2 
 170.19027 	 12161.9 
 171.06276 	 15188.4 
 171.09507 	 9671.9 
 171.09915 	 107916.9 
 171.10157 	 52046.3 
 171.11682 	 65602.1 
 171.13789 	 19641.7 
 171.14917 	 456628.9 
 171.15721 	 33129.9 
 172.09681 	 6202.3 
 172.11542 	 15224.4 
 172.12018 	 7821.5 
 172.1332 	 66041.4 
 172.15254 	 42369.3 
 172.16958 	 138747.5 
 172.20594 	 36457.8 
 173.07841 	 2679343.8 
 173.08066 	 300661.2 
 173.09601 	 18259.5 
 173.1171 	 12672 
 173.13242 	 1412170.3 
 173.15353 	 10960.7 
 173.17284 	 14780.3 
 174.0818 	 172268.9 
 174.08421 	 28367.5 
 174.11238 	 16848.7 
 174.12768 	 41834.2 
 174.13579 	 199047.3 
 174.1402 	 12243.5 
 174.14879 	 16950.9 
 174.1812 	 13108.7 
 174.18518 	 4803004.5 
 175.00159 	 22504.3 
 175.07537 	 13038 
 175.08262 	 21516.7 
 175.11172 	 48887.2 
 175.1189 	 29948.6 
 175.1441 	 18039 
 175.14807 	 722269.8 
 175.18219 	 17851.3 
 175.18856 	 519979.1 
 176.09164 	 9690.1 
 176.12811 	 8904 
 176.14338 	 10652.7 
 176.15145 	 97692 
 176.16447 	 9621.7 
 176.18954 	 9738.7 
 176.19192 	 22805.2 
 177.05457 	 29960.4 
 177.08856 	 700973.5 
 177.09078 	 21905.3 
 177.09977 	 19460.3 
 177.11211 	 63902.8 
 177.12737 	 78750.2 
 177.16375 	 102204 
 178.09194 	 64069.1 
 178.1073 	 117692.7 
 178.12021 	 41973.3 
 178.12251 	 12485 
 178.13073 	 9114 
 178.13384 	 18189.5 
 178.15897 	 11581.1 
 178.16711 	 10148.8 
 179.01292 	 9258.9 
 179.01703 	 5136907 
 179.06781 	 24414.8 
 179.10424 	 15302.1 
 179.10663 	 35842.7 
 179.11784 	 7303.8 
 179.14301 	 180028.9 
 179.17939 	 11970 
 180.01659 	 81968.1 
